Raw Material Name,Category,Sub Category,Unit,HSN Code
Black Current Crunch,sweet,dryfruit,kg,-
Black Current Crunch (250 Gms),sweet,dryfruit,packet,-
Black Current Crunch (500 Gms),sweet,dryfruit,packet,-
Biscoff Bites (250 Gms),sweet,dryfruit,packet,-
Biscoff Bites (500 Gms),sweet,dryfruit,packet,-
Dryfruit Katori,sweet,dryfruit,kg,-
Dryfruit Katori (250 Gms),sweet,dryfruit,packet,-
Dryfruit Katori (500 Gms),sweet,dryfruit,packet,-
Dryfruit Box (200 Gms),gifting,gifting,packet,-
Dryfruit Box (400 Gms),gifting,gifting,packet,-
Dryfruit Box (600 Gms),gifting,gifting,packet,-
Dryfruit Box (01 Kgs) [p],gifting,gifting,piece,-
Dryfruit Box (800Gms),gifting,gifting,packet,-
Masala Cashews (100 Gms),gifting,gifting,packet,-
Salted Almonds (100 Gms)(R),gifting,gifting,packet,-
Salted Cashews (100 Gms)(R),gifting,gifting,packet,-
Salted Pistachio (100 Gms)(R),gifting,gifting,packet,-
Cocktail Nuts (100 Gms)(R),gifting,gifting,packet,-
Plain Cashew (100 Gms),gifting,gifting,packet,-
Cap (Cloth),uniform,uniform,piece,-
Chef Coat,uniform,uniform,piece,-
Black Track Pant,uniform,uniform,piece,-
Blue T-Shirt (Hanuram),uniform,uniform,piece,-
Dark Grey Round Neck Housekeepin Tshirt,uniform,uniform,piece,-
Hanuram Blue T-Shirt,uniform,uniform,piece,-
Shirt,uniform,uniform,piece,-
Shoes,uniform,uniform,pair,-
Trouser,uniform,uniform,piece,-
Yellow T-Shirt (Valet Driver - Hanuram),uniform,uniform,piece,-
Kulhad Glass - Kesariya Milk / Anjeer Doodh,utensils and crockery,utensils,piece,-
2 CP Plates,utensils and crockery,utensils,piece,-
3 CP Plate,utensils and crockery,utensils,piece,-
8 CP Plate,utensils and crockery,utensils,piece,-
200 Ml Round Bowl,utensils and crockery,utensils,piece,-
Chat Plate Round,utensils and crockery,utensils,piece,-
60 Ml Round Bowl,utensils and crockery,utensils,piece,-
250Ml Bowl (Big),utensils and crockery,utensils,piece,-
6 inch Quarter Plate Dish,utensils and crockery,utensils,piece,-
Display Tray 75 X 12,utensils and crockery,utensils,piece,-
Display Tray 75 X 14,utensils and crockery,utensils,piece,-
Dosa Plate,utensils and crockery,utensils,piece,-
10 inch Full Plate Round,utensils and crockery,utensils,piece,-
Halwa Serving Dish,utensils and crockery,utensils,piece,-
Katori For Sweet,utensils and crockery,utensils,piece,-
Main Course Bowl,utensils and crockery,utensils,piece,-
Quarter Plate Round,utensils and crockery,utensils,piece,-
Sambhar Bowl 3 No,utensils and crockery,utensils,piece,-
Snacks Plate With 2 Cavity,utensils and crockery,utensils,piece,-
Thali 5 Partition 10 X 14,utensils and crockery,utensils,piece,-
S S Trays Big,utensils and crockery,utensils,piece,-
S S Trays Small,utensils and crockery,utensils,piece,-
Gajar Chhini (SS),utensils and crockery,utensils,piece,-
Garni Chay - Tea Strainer,utensils and crockery,utensils,piece,-
Gas Burner,utensils and crockery,utensils,piece,-
Gas Lighter Big,utensils and crockery,utensils,piece,-
Gujia Saacha Mould,utensils and crockery,utensils,piece,-
Jali - Jini Sev,utensils and crockery,utensils,piece,-
Jali Jara,utensils and crockery,utensils,piece,-
Kalkati Knife,utensils and crockery,utensils,piece,-
Modak Mould,utensils and crockery,utensils,piece,-
Motichoor Dana Jara,utensils and crockery,utensils,piece,-
Plastic Patla,utensils and crockery,utensils,piece,-
SS Jara,utensils and crockery,utensils,piece,-
SS Jara Big,utensils and crockery,utensils,piece,-
SS Bhatura Chhalni Tray,utensils and crockery,utensils,piece,-
SSKadchi,utensils and crockery,utensils,piece,-
SSMasala Peti,utensils and crockery,utensils,piece,-
SSVatki / Bowl,utensils and crockery,utensils,piece,-
Sancha,utensils and crockery,utensils,piece,-
Steel Glass Small,utensils and crockery,utensils,piece,-
Tar Jara Big,utensils and crockery,utensils,piece,-
Tar Jara Small,utensils and crockery,utensils,piece,-
Taveta,utensils and crockery,utensils,piece,-
Tea Cup,utensils and crockery,utensils,piece,-
Velan - Belan,utensils and crockery,utensils,piece,-
Wooden Handle,utensils and crockery,utensils,piece,-
Wooden Mushti Handle,utensils and crockery,utensils,piece,-
Cloth For Bhatura Tray,utensils and crockery,utensils,piece,-
Jalebi Cloth,utensils and crockery,utensils,meter,-
Round Ring - Cassata,utensils and crockery,utensils,piece,-
Boondi Jara,utensils and crockery,utensils,piece,-
Sag Ni Lakdi,utensils and crockery,utensils,piece,-
S S Can Barni,utensils and crockery,utensils,piece,-
Casserole Bowl,utensils and crockery,utensils,piece,-
Charno,utensils and crockery,utensils,piece,-
Chipiya,utensils and crockery,utensils,piece,-
Dhabudi,utensils and crockery,utensils,piece,-
Room Heater,utensils and crockery,utensils,piece,-
Palta,utensils and crockery,utensils,piece,-
Borosil Back Dish,utensils and crockery,utensils,piece,-
Borosil Back Dish Big,utensils and crockery,utensils,piece,-
Frypan (Big),utensils and crockery,utensils,piece,-
Frypan (Small),utensils and crockery,utensils,piece,-
Idli Cooker,utensils and crockery,utensils,piece,-
MSChinese Wok,utensils and crockery,utensils,piece,-
MSFry Pan,utensils and crockery,utensils,piece,-
MSFry Pan Big,utensils and crockery,utensils,piece,-
Pani Puri Glass,utensils and crockery,utensils,piece,-
Soup Spoon,utensils and crockery,utensils,piece,-
S S Dustbin Big,utensils and crockery,utensils,piece,-
SS Perforated Storage Rack,utensils and crockery,utensils,piece,-
Small Weight Fork,utensils and crockery,utensils,piece,-
Ice Box Seaplast (Red),utensils and crockery,utensils,piece,-
Plastic Jug,utensils and crockery,utensils,piece,-
Pressure Cooker 25 Ltr,utensils and crockery,utensils,piece,-
S S Dustbin Small,utensils and crockery,utensils,piece,-
SS Baby Spoon,utensils and crockery,utensils,piece,-
SS Desart Spoon,utensils and crockery,utensils,piece,-
SS Fork Spoon,utensils and crockery,utensils,piece,-
SS Knife,utensils and crockery,utensils,piece,-
SS Tava,utensils and crockery,utensils,piece,-
SS Tray,utensils and crockery,utensils,piece,-
Oval Sweet Display Plate,utensils and crockery,utensils,piece,-
SS Bucket,utensils and crockery,utensils,kg,-
SS Tub,utensils and crockery,utensils,kg,-
Cello Container Bowl 1050ml,utensils and crockery,utensils,piece,-
Kulad Glass 130Ml,utensils and crockery,utensils,piece,-
Milton Chat Plate White,utensils and crockery,utensils,piece,-
Staff Dish,utensils and crockery,utensils,piece,-
Adrak-Ginger,vegetables,vegetables,kg,-
Baby Corn-Baby Corn,vegetables,vegetables,kg,-
Batata-Potato,vegetables,vegetables,kg,-
Beet,vegetables,vegetables,kg,-
Bhinda(Ladyfinger),vegetables,vegetables,kg,-
Bottle Gourd - Dudhi - Lauki,vegetables,vegetables,kg,-
Brinjal - Ringan,vegetables,vegetables,kg,-
Cholelu Lasan,vegetables,vegetables,kg,-
Chori - Choli,vegetables,vegetables,kg,-
Dhaniya -Coriander Leaves,vegetables,vegetables,kg,-
Dolly Ringan,vegetables,vegetables,kg,-
Dudhi-Bottlegourd,vegetables,vegetables,kg,-
Dum Alu,vegetables,vegetables,kg,-
Fansi-French Beans,vegetables,vegetables,kg,-
Frozen Makai-Frozen Sweet Corn,vegetables,vegetables,kg,-
Frozen Mutter-Frozen Green Peas,vegetables,vegetables,kg,-
Flower - Cauliflower,vegetables,vegetables,kg,-
G4 Green Chilli,vegetables,vegetables,kg,-
Gajar-Carrots,vegetables,vegetables,kg,-
Galka,vegetables,vegetables,kg,-
Ghiloda - Tindora,vegetables,vegetables,kg,-
Green Mutter - Lila Vatana,vegetables,vegetables,kg,-
Green Onion-Green Onion Leaves,vegetables,vegetables,kg,-
Hari Mirch-Green Chili,vegetables,vegetables,kg,-
Kaddu-Pumpkin,vegetables,vegetables,kg,-
Kadhi Patta-Curry Leaves,vegetables,vegetables,kg,-
Kakdi - Cucumber,vegetables,vegetables,kg,-
Karela,vegetables,vegetables,kg,-
Kobij-Cabbage,vegetables,vegetables,kg,-
Lasan-Garlic,vegetables,vegetables,kg,-
Surati Lavingya Marcha-Green Chili Surati,vegetables,vegetables,kg,-
Lettuce Patta,vegetables,vegetables,kg,-
Lilu Lasan,vegetables,vegetables,kg,-
Limbu-Lemon,vegetables,vegetables,kg,-
Mushroom,vegetables,vegetables,kg,-
Methi Ni Bhaji-Fenugreek Leaves,vegetables,vegetables,kg,-
Mula Bhaji,vegetables,vegetables,kg,-
Palak - Spinach,vegetables,vegetables,kg,-
Parwar - Pointed Gourd,vegetables,vegetables,kg,-
Phudina -Mint Leaves,vegetables,vegetables,kg,-
Red Potato / Laal Bataka (For Wafers),vegetables,vegetables,kg,-
Pyaaz-Onion,vegetables,vegetables,kg,-
Ratalu,vegetables,vegetables,kg,-
Safed Petha,vegetables,vegetables,kg,-
Sajan Fali,vegetables,vegetables,kg,-
Sakariya,vegetables,vegetables,kg,-
Sargvo-Drumsticks,vegetables,vegetables,kg,-
Shuran,vegetables,vegetables,kg,-
Shimla Marcha Green - Capsicum Green,vegetables,vegetables,kg,-
Shimla Marcha Red - Capsicum Red,vegetables,vegetables,kg,-
Shimla Marcha Yellow - Capsicum Yellow,vegetables,vegetables,kg,-
Surti Papdi,vegetables,vegetables,kg,-
Surti Papdi Dana,vegetables,vegetables,kg,-
Suva Bhaji-Dill Leaves,vegetables,vegetables,kg,-
Tandoori Aloo (Potato),vegetables,vegetables,kg,-
Tomato-Tomato,vegetables,vegetables,kg,-
Toover Dana (Green),vegetables,vegetables,kg,-
Val Dana,vegetables,vegetables,kg,-
Vadhvani Marcha - Green Chili Vadhvani,vegetables,vegetables,kg,-
Tindora,vegetables,vegetables,kg,-
Pattarveli Pan,vegetables,vegetables,kg,-
Mudda Bhaji,vegetables,vegetables,kg,-
Masala Ginger,vegetables,vegetables,kg,-
Mora Marcha,vegetables,vegetables,kg,-
Masala Guava,vegetables,vegetables,kg,-
Masala Orange,vegetables,vegetables,kg,-
Freight Charges,other,other,piece,-
Freight/Packing/Courier Charges (Inward),freight and transport,transport,piece,-
Freight/Packing/Courier Charges (Outward),freight and transport,transport,piece,-
Sample - Dairy Product,dairy products,dairy,piece,-
Sample - Food,food,food,piece,-
Sample - Namkeen,namkeen,namkeen,piece,-
Sample - Raw Material,other,other,piece,-
Sample - Dryfruit,nuts seeds and dry fruits,nuts,piece,-
Sample - Packaging,packing material,packing,piece,-
Sample - Spices,spices,spices,piece,-
Anjeer Roll (R),sweet,dryfruit,kg,-
Kaju Crush Paste - Cashew Crush (DUPLICATE),nuts seeds and dry fruits,expensive rm,kg,-
Kaju Pista Modak,sweet,dryfruit,kg,-
Kaju Anjeer Modak,sweet,dryfruit,kg,-
Pure Kesar Aam Ras(R),sweet,dryfruit,kg,-
Alphonso Aam Ras(R),sweet,dryfruit,kg,-
Akharot Badam Halwa(R),sweet,dryfruit,kg,-
Kaju Seeds Katli (R),sweet,dryfruit,piece,-
Kaju Seeds Katli [p] (250 Gm),sweet,dryfruit,piece,-
Kaju Seeds Katli [p] (500 Gms),sweet,dryfruit,piece,-
Kaju Seeds Katli [p] (1 Kg),sweet,dryfruit,piece,-
Kaju Modak,sweet,dryfruit,kg,-
Assorted Baklava Crystal Box [p] ((9Pc)),sweet,dryfruit,piece,-
Assorted Baklava Crystal Box [p] ((25 Pc)),sweet,dryfruit,piece,-
Almond Bite [p] (250 Gms),sweet,dryfruit,piece,-
Almond Bite [p] (500 Gms),sweet,dryfruit,piece,-
Almond Bite [p] (1 Kg),sweet,dryfruit,piece,-
Cranberry Rose Bite[p] (250 Gms),sweet,dryfruit,piece,-
Cranberry Rose Bite[p] (500 Gms),sweet,dryfruit,piece,-
Cranberry Rose Bite[p] (1 Kg),sweet,dryfruit,piece,-
Roasted Seeds Bites[p] (1 Kg),sweet,dryfruit,piece,-
Roasted Seeds Bites[p] (500 Gms),sweet,dryfruit,piece,-
Roasted Seeds Bites[p] (250 Gms),sweet,dryfruit,piece,-
Royal Delights(330gms),sweet,dryfruit,piece,-
Assorted Baklava Loose(1 Kg),sweet,dryfruit,piece,-
Choco Crunch Bites[p][1 Kg],sweet,dryfruit,piece,-
Chano Bite,sweet,dryfruit,kg,-
Chocolate Bites Bcc,sweet,dryfruit,kg,-
Chocolate Bites cc,sweet,dryfruit,kg,-
Stawberry Delite,sweet,dryfruit,kg,-
Chana Bite Badam Flakes,sweet,dryfruit,kg,-
Panjiri Ladoo Palm Oil,sweet,dryfruit,kg,-
Besan Ladoo Palm Oil,sweet,dryfruit,kg,-
Healthy Seeds Bites,sweet,dryfruit,kg,-
Roasted Healthy Seeds Bits,sweet,dryfruit,kg,-
Roasted Seeds Katli,sweet,dryfruit,kg,-
Malai Tikki(R),sweet,dryfruit,piece,-
Rose milky Bites,sweet,dryfruit,kg,-
Choco Crunch,sweet,dryfruit,kg,-
Cola Bites,sweet,dryfruit,kg,-
Blueberry Modak(R),sweet,dryfruit,kg,-
Orange Modak(R),sweet,dryfruit,kg,-
Kesar Kaju Modak(R),sweet,dryfruit,kg,-
Paan Modak,sweet,dryfruit,kg,-
Kesar Rajbhog Dryfruit Matho(R),sweet,dryfruit,kg,-
Mango Delight(R),sweet,dryfruit,kg,-
Sitaphal Delight(R),sweet,dryfruit,kg,-
Jambu Matho(R),sweet,dryfruit,kg,-
Mango Matho(R),sweet,dryfruit,kg,-
Mango Matho (250 Gms),sweet,dryfruit,packet,-
Mango Matho (500 Gms),sweet,dryfruit,packet,-
Elaichi Matho(R),sweet,dryfruit,kg,-
Rajbhog Matho(R),sweet,dryfruit,kg,-
American Dryfruit Matho(R),sweet,dryfruit,kg,-
Dryfruit Atta Laddoo,sweet,dryfruit,kg,-
Kesar Aam Ras(R),sweet,dryfruit,kg,-
Rose Vegan And Sugar Free 115 ml,sweet,dryfruit,piece,-
Rose Vegan And Sugar Free 500 ml,sweet,dryfruit,piece,-
Saffron super indulge 115 ml,sweet,dryfruit,piece,-
Saffron Super indulge 500 ml,sweet,dryfruit,piece,-
Rose indulge 115 ml,sweet,dryfruit,piece,-
Rose Super indulge 500 ml,sweet,dryfruit,piece,-
Farali Coconut Biscuit (200 Gms),bakery,bakery,packet,-
Farali Pineapple Biscuit (200 Gms),bakery,bakery,packet,-
Roasted Jowar Flakes Mix (khatta Mitha) (120 Gms)(R),namkeen,roasted namkeen,bottle,-
Roasted Jowar Flakes Mix (200 Gms)(R),namkeen,roasted namkeen,bottle,-
Roasted Makhana - Cheese & Herbs (90 Gms)(R),namkeen,roasted namkeen,bottle,-
Roasted Makhana - Cream And Onion (90 Gms)(R),namkeen,roasted namkeen,bottle,-
Roasted Makhana - Peri Peri (90 Gms)(R),namkeen,roasted namkeen,bottle,-
Roasted Makhana - Black Pepper (90 Gms)(R),namkeen,roasted namkeen,bottle,-
Roasted Makhana - Pudina (90 Gms)(R),namkeen,roasted namkeen,bottle,-
Roasted Makhana - Cheese Chilli (90 Gms)(R),namkeen,roasted namkeen,bottle,-
Roasted Makhana - Jalapeno (90 Gms)(R),namkeen,roasted namkeen,bottle,-
Roasted Makhana - Cheese Tomato (90 Gms)(R),namkeen,roasted namkeen,bottle,-
Multigrain Cheese Balls (100 Gms)(R),namkeen,roasted namkeen,packet,-
Multigrain Cream And Onion Balls (100 Gms)(R),namkeen,roasted namkeen,packet,-
Multigrain Magic Masala Balls (100 Gms)(R),namkeen,roasted namkeen,packet,-
Roasted Nutri Diat Mix (200 Gms)(R),namkeen,roasted namkeen,bottle,-
Roasted Nutri Diet Mix (120 Gms)(R),namkeen,roasted namkeen,bottle,-
Roasted Quinoa Crisps (125 Gms)(R),namkeen,roasted namkeen,bottle,-
Roasted Quinoa Crisps Mix Classic Masala (200Gms)(R),namkeen,roasted namkeen,bottle,-
Roasted Makhana - Tandoori (90 Gms)(R),namkeen,roasted namkeen,bottle,-
Quinoa Chips Peri Peri (150 Gms)(R),namkeen,roasted namkeen,jar,-
Beetroot Chips Cream And Onion (150 Gms)(R),namkeen,roasted namkeen,jar,-
Beetroot Chips Masala (150 Gms)(R),namkeen,roasted namkeen,jar,-
Millet Chips (150 Gms)(R),namkeen,roasted namkeen,jar,-
Ragi Chips Masala (150 Gms)(R),namkeen,roasted namkeen,jar,-
Rajma Chips Tandoori (150 Gms)(R),namkeen,roasted namkeen,jar,-
Moong Dal Chips Peri Peri (150 Gms)(R),namkeen,roasted namkeen,jar,-
Mix Vegetable Chips (150 Gms)(R),namkeen,roasted namkeen,jar,-
Corn Shell (200 Gms)(R),namkeen,roasted namkeen,jar,-
Corn Tower (200 Gms)(R),namkeen,roasted namkeen,jar,-
Diet Jhalmuri (200 Gms)(R),namkeen,roasted namkeen,jar,-
Millet Bhujia (120 Gms)(R),namkeen,roasted namkeen,jar,-
Oats Bhujia (120 Gms)(R),namkeen,roasted namkeen,jar,-
Garlic Bhakarwadi,namkeen,repacking,kg,-
Jain Bhakarwadi (250 Gms)(R),namkeen,repacking,packet,-
Masala Potato Wafers (rock Salt) (150 Gms)(R),namkeen,repacking,packet,-
Masala Gathiya (250 Gms)(R),namkeen,repacking,packet,-
Paneer Bhujia (250 Gms)(R),namkeen,repacking,packet,-
Chana Jor (250 Gms),namkeen,repacking,packet,-
Froid Jeera Khaakhra (200 Gms),namkeen,repacking,packet,-
Froid Jeera Khaakhra (500Gms),namkeen,repacking,packet,-
Froid Bajari Methi Garlic Khakara (200 Gms),namkeen,repacking,packet,-
Froid Ragi Khakra (200 Gms),namkeen,repacking,packet,-
Froid Cheese Chilli Khakhra (200 Gms),namkeen,repacking,piece,-
Froid Farali Khakhara (200 Gms),namkeen,repacking,packet,-
Gol Maida Mathri (250 Gms),namkeen,repacking,packet,-
Assorted Turkish Baklava (550Gms) 25Pc,sweet,dryfruit,packet,-
Pure Kesar Badam Halwa,sweet,dryfruit,kg,-
Walnut Doda Barfi,sweet,dryfruit,kg,-
Walnut/akhrot Dodha Halwa (100gms)[p],sweet,dryfruit,piece,-
Walnut Dodha Halwa [p] (250 Gms),sweet,dryfruit,piece,-
Walnut Dodha Halwa [p] (500 Gms),sweet,dryfruit,piece,-
Walnut Dodha Halwa [p] (1 Kg),sweet,dryfruit,piece,-
Ghee Khajur,sweet,dryfruit,kg,-
Ghee Khajur[p] (1 Kg),sweet,dryfruit,piece,-
Ghee Khajur[p] (500 Gms),sweet,dryfruit,piece,-
Ghee Khajur[p] (250 Gms),sweet,dryfruit,piece,-
Ghee Anjeer,sweet,dryfruit,kg,-
Ghee Anjeer[p] (1 Kg),sweet,dryfruit,piece,-
Ghee Anjeer[p] (500 Gms),sweet,dryfruit,piece,-
Ghee Anjeer[p] (250 Gms),sweet,dryfruit,piece,-
Pure Kesariya Kadhai Doodh[p],sweet,dryfruit,piece,-
Hot Choco Milk[p],sweet,dryfruit,piece,-
Gajar Ka Halwa (100gms)[p],sweet,dryfruit,piece,-
Instant Kesariya Doodh Premix[p],sweet,dryfruit,piece,-
Moongdal Halwa (100gms)[p],sweet,dryfruit,piece,-
Malai's Rose Syrup (750ML),sweet,dryfruit,piece,-
Soan Papdi (400 Gms) (R),sweet,dryfruit,packet,-
Soan Papdi 200 Gms,sweet,dryfruit,piece,-
Soan Papdi 250 Gm Cover,sweet,dryfruit,piece,-
Soan Papd 500 Gm Cover,sweet,dryfruit,piece,-
Royal Delight Sweet (330gm),sweet,dryfruit,packet,-
Standard Blue Diwali Combo,sweet,dryfruit,piece,-
Choco Bite 500 GM,sweet,dryfruit,packet,-
Dodha Barfi (500GM),sweet,dryfruit,packet,-
Motichoor Laddoo (500 Gm),sweet,dryfruit,packet,-
Raj Bhog 1KG Gift Pack,sweet,dryfruit,kg,-
Kesar Baati 1 Kg Gift Pack,sweet,dryfruit,kg,-
Gulab Jamun 200 Pcs(17 Kgs*1 Pack),sweet,dryfruit,kg,-
Rasbhari Rasgulla 300 Pcs (17Kgs*1 Pack),sweet,dryfruit,kg,-
White Pista Halwa,sweet,dryfruit,kg,-
Sp Kesar Halwa,sweet,dryfruit,kg,-
Maharaja Halwa,sweet,dryfruit,kg,-
Pineapple Halwa,sweet,dryfruit,kg,-
Golden Halwa,sweet,dryfruit,kg,-
Pila Pista Halwa,sweet,dryfruit,kg,-
Sandwich Halwa,sweet,dryfruit,kg,-
Orange Halwa,sweet,dryfruit,kg,-
Gulab Halwa,sweet,dryfruit,kg,-
Kesar Kulfi,sweet,dryfruit,kg,-
Jamun Bahar,sweet,dryfruit,kg,-
Orange Kitket,sweet,dryfruit,kg,-
Salted Caramel,sweet,dryfruit,kg,-
Red Valvet,sweet,dryfruit,kg,-
Peru Roll,sweet,dryfruit,kg,-
Biscoff Blast,sweet,dryfruit,kg,-
Kesar Flower,sweet,dryfruit,kg,-
Blueberry Delight,sweet,dryfruit,kg,-
Blueberry Sugerless,sweet,dryfruit,kg,-
Canberry,sweet,dryfruit,piece,-
Anjeer Pak,sweet,dryfruit,kg,-
Magaj Pak (1 Kg),sweet,dryfruit,piece,-
Magaj Pak (500 Gms),sweet,dryfruit,piece,-
Magaj Pak (250 Gms),sweet,dryfruit,piece,-
Shudh Ghee Kesar Jalebi [parcel] (125 Gms),sweet,dryfruit,piece,-
Sahi Kesar Dryfruit Boondi Laddoo [p],sweet,dryfruit,piece,-
Naived Mawa[p],sweet,dryfruit,piece,-
Naived Dryfrui[p],sweet,dryfruit,piece,-
Naived Ghee [p],sweet,dryfruit,piece,-
Mathura Penda (250 Gms),sweet,dryfruit,piece,-
Mathura Penda (500 Gms),sweet,dryfruit,piece,-
Gond Laddoo[p] (250 Gms),sweet,dryfruit,piece,-
Gond Laddoo[p] (500 Gms),sweet,dryfruit,piece,-
Gond Laddoo[p] (1 Kg),sweet,dryfruit,piece,-
Gond Laddoo,sweet,dryfruit,kg,-
Gajar Halwa[p] (250 Gms),sweet,dryfruit,piece,-
Gajar Halwa[p] (500 Gms),sweet,dryfruit,piece,-
Gajar Halwa[p] (1 Kg),sweet,dryfruit,piece,-
Gajar Halwa(R),sweet,dryfruit,kg,-
Akhrot Dodha Halwa,sweet,dryfruit,kg,-
Kaju Katli Without Varakh,sweet,dryfruit,kg,-
Kaju Pista Roll Cover (250 Gm),sweet,dryfruit,piece,-
IML Kaju Katli (500 Gms),sweet,dryfruit,piece,-
IML Kopra Pak (500Gms),sweet,dryfruit,piece,-
IML Delights (500Gms),sweet,dryfruit,piece,-
IML Motichoor Laddo (500Gms),sweet,dryfruit,piece,-
IML Kaju Cassata (500Gms),sweet,dryfruit,piece,-
IML Dodha Barfi (500Gms),sweet,dryfruit,piece,-
IML Mohanthal (500Gms),sweet,dryfruit,piece,-
IML Kesar kaju Katli (500Gms),sweet,dryfruit,piece,-
IML Khajur DryFruit Magic(500Gms),sweet,dryfruit,piece,-
IML Choco DryFruit Bites (500Gms),sweet,dryfruit,piece,-
Kaju Katli (250 Gms),sweet,dryfruit,packet,-
Kaju Katli (500 Gms),sweet,dryfruit,packet,-
Kaju Katli 300Gms,sweet,dryfruit,piece,-
Kesar Katli 300Gms,sweet,dryfruit,piece,-
Pista Katli 300Gms,sweet,dryfruit,piece,-
Kaju Roll 300Gms,sweet,dryfruit,piece,-
Kaju Pista Roll 300Gms,sweet,dryfruit,piece,-
Kesar Pista Roll 300Gms,sweet,dryfruit,piece,-
Gulab jamun (Thali),sweet,dryfruit,piece,-
Ragulla (Thali),sweet,dryfruit,piece,-
Rasgulla(Thali),sweet,dryfruit,piece,-
56 Bhog Tray,sweet,dryfruit,piece,-
Atta Machine 10Kg Steel Body,food,food,piece,-
Flour Kneading Machine-Fk10,food,food,piece,-
Finedecor Sugar Craft Modelling Tools (8Pc),food,food,piece,-
Idacol Tartrazine Fcp,food,food,kg,-
Idacol Keshari,food,food,kg,-
Idacol Apple Green,food,food,kg,-
Janeta Apple Green LigCol(500Ml),food,food,piece,-
Idacol Sunset Yellow Colour,food,food,kg,-
Idacol Carmoisine Colour,food,food,kg,-
Idacol Briliant Blue FCF 1/2K,food,food,kg,-
IDACOL Keshari B Colour,food,food,kg,-
Brew Lab Aromat Seasoning w/o Onion Garlic 1Kg,food,food,piece,-
Amplvita 1Gkg,food,food,kg,-
Amplivita,food,food,kg,-
La-Pyra Dal Makhani (500 Gm X 24 Pkt),food,food,packet,-
La-Pyra Dal Makhani(500 Gm X 24 Pkt),food,food,packet,-
Kesar Mango Pulp (850Gms),food,food,tin,-
Alph Mango Pulp Casilla (850Gms),food,food,tin,-
Colormist Splash Purple (200 ML),food,food,bottle,-
Frozen Custard Apple,food,food,kg,-
Frozen Jamun Slice,food,food,kg,-
Frozen Custer Powder,food,food,kg,-
Mix Fruits Jam 1kg,food,food,kg,-
Litchi Special 100Ml,food,food,piece,-
Custer Apple 100Ml,food,food,piece,-
Thandai Special(R),food,food,kg,-
Fabbri 9225774-22C Delipaste Blueberry Eu(1.5),food,food,kg,-
Monita Pista Milk E-100 ML,food,food,piece,-
Monita Pista Std 100 Ml,food,food,piece,-
Monita Chocolate Std,food,food,l,-
Monita Orange Flavour Super,food,food,l,-
Cec Blueberry Flvour,food,food,l,-
Blueberry Flavour Essance (100ml),food,food,bottle,-
Chocolate Brown Colour (100Gm),food,food,bottle,-
Chocolate Flavour Essance (100ml),food,food,bottle,-
Orange Flavour Essance (100ml),food,food,bottle,-
Dextrose Monohydrate,food,food,kg,-
Xtendra 06,food,food,kg,-
Liqid Food Preservative,food,food,kg,-
100 Ml Coconut Flavour (FLC3940),food,food,piece,-
100 Ml Mango Flavour (FLC3937),food,food,piece,-
100 Ml Apple Flavour (FLC3949),food,food,piece,-
100 Ml Banana Flavour (FLC3951),food,food,piece,-
100 Ml Caramel Flavour (FLC3952),food,food,piece,-
100 Ml Pineapple Flavour (FLC3939),food,food,piece,-
100 Ml Pan Masala Flavour (FLC3936),food,food,piece,-
100 Ml Blueberry Flavour (FLC3935),food,food,piece,-
100 Ml Chocolate Flavour (FLC3938),food,food,piece,-
100 Ml Vanilla Flavour (FLC3953),food,food,piece,-
100 Ml Energy Drink Flavour (FLC4114),food,food,piece,-
100 Ml Fruit & Nut Flavour (FLC3943),food,food,piece,-
100 Ml Orange Natural Flavour (FLC3948),food,food,piece,-
100 Ml Guava Flavour (FLC4368),food,food,piece,-
100 Ml Kiwi Flavour (PRF170),food,food,piece,-
100 Ml Cardamom Flavour (FRD100030),food,food,piece,-
100 ML Rose Flavour (FLC4524),food,food,piece,-
100 Ml Mix Fruit Flavour (FRD100496),food,food,piece,-
100 Ml Strawberry Flavour (FLC3934),food,food,piece,-
100 Ml Kesar Flavour (FLC4435),food,food,piece,-
100 Ml Lychee Flavour (FLC3941),food,food,piece,-
100 Ml Onnamon Flavour (FLC3950),food,food,piece,-
Nylon Khaman [p] (1 Kg),food,food,piece,-
Chinese Patti Samosa [p],food,food,piece,-
Chinese Patti Samosa [p] (5 Pc),food,food,piece,-
Chinese Patti Samosa [p] (1 Kg),food,food,piece,-
Lilva Kachori [p] (1 Kg),food,food,piece,-
Makai Bhakarwadi [p] (1 Kg),food,food,piece,-
Dal Vada [p],food,food,piece,-
Dal Vada [p] (1 Kg),food,food,piece,-
Dal Vada [p] (250 Gms),food,food,piece,-
Dal Vada [p] (500 Gms),food,food,piece,-
Methi Bhajiya [p],food,food,piece,-
Methi Bhajiya [p] (1 Kg),food,food,piece,-
Methi Bhajiya [p] (250 Gms),food,food,piece,-
Methi Bhajiya [p] (500 Gms),food,food,piece,-
Dahi (150 Gram) [P],food,food,piece,-
Farali Deluxe Thali [p],food,food,piece,-
Farali Kela No Chevdo (250 Gms),food,food,piece,-
Farali Sing Biscuit (200 Gms),food,food,piece,-
Mango Lassi (220Ml),food,food,glass,-
Plain Lassi (220Ml),food,food,glass,-
Rooh Afza Lassi(220Ml),food,food,glass,-
Chaas 220 ml,food,food,piece,-
Masala Ginger,vegetables,vegetables,kg,-
